customer_id,company_name,industry,company_size,account_manager,login_frequency_30d,support_tickets_90d,usage_drop_pct,payment_late_count,nps_score,tenure_months,latest_ticket_text,churned
CUS-00000,Acme Corp 0,Retail,SMB,AM-1,3,0,32.2,2,7,51,Feature gap vs roadmap promises; escalation requested.,0
CUS-00836,Acme Corp 836,Retail,Mid-Market,AM-5,32,6,69.7,3,8,48,Product downtime last week; team lost confidence.,0
CUS-00837,Acme Corp 837,Retail,SMB,AM-6,7,1,9.4,4,6,16,Competitor demo scheduled; pricing feels high.,1
CUS-00838,Acme Corp 838,Healthcare,Mid-Market,AM-7,0,0,37.8,1,4,59,Product downtime last week; team lost confidence.,0
CUS-00839,Acme Corp 839,Finance,SMB,AM-8,36,2,60.1,1,5,17,Product downtime last week; team lost confidence.,1
CUS-00840,Acme Corp 840,Healthcare,Enterprise,AM-1,11,5,12.1,1,3,39,Product downtime last week; team lost confidence.,1
CUS-00841,Acme Corp 841,Retail,SMB,AM-2,26,8,10.8,1,6,10,Onboarding incomplete; champion left the company.,0
CUS-00842,Acme Corp 842,Retail,SMB,AM-3,36,5,-7.6,3,6,55,Billing confusion after plan change; waiting on refund.,0
CUS-00843,Acme Corp 843,Healthcare,Mid-Market,AM-4,1,0,76.3,2,4,20,Product downtime last week; team lost confidence.,1
CUS-00844,Acme Corp 844,Finance,Mid-Market,AM-5,0,2,53.9,3,3,48,Product downtime last week; team lost confidence.,1
CUS-00845,Acme Corp 845,Finance,Enterprise,AM-6,0,11,47.2,2,4,20,Billing confusion after plan change; waiting on refund.,1
CUS-00846,Acme Corp 846,SaaS,SMB,AM-7,6,11,57.0,1,5,47,Competitor demo scheduled; pricing feels high.,1
CUS-00847,Acme Corp 847,Retail,Enterprise,AM-8,2,4,37.8,0,5,27,Billing confusion after plan change; waiting on refund.,1
CUS-00848,Acme Corp 848,SaaS,SMB,AM-1,32,9,32.9,2,3,4,Feature gap vs roadmap promises; escalation requested.,0
CUS-00849,Acme Corp 849,Retail,SMB,AM-2,24,8,30.5,4,6,12,Billing confusion after plan change; waiting on refund.,1
CUS-00850,Acme Corp 850,Manufacturing,Mid-Market,AM-3,39,11,47.6,4,2,41,Product downtime last week; team lost confidence.,1
CUS-00851,Acme Corp 851,Retail,SMB,AM-4,32,10,8.1,1,5,12,Billing confusion after plan change; waiting on refund.,1
CUS-00852,Acme Corp 852,Healthcare,Mid-Market,AM-5,38,7,69.9,2,1,17,Product downtime last week; team lost confidence.,1
CUS-00853,Acme Corp 853,Healthcare,SMB,AM-6,9,4,63.1,3,5,32,Competitor demo scheduled; pricing feels high.,1
CUS-00854,Acme Corp 854,Healthcare,SMB,AM-7,11,7,21.5,3,8,15,Billing confusion after plan change; waiting on refund.,1
CUS-00855,Acme Corp 855,Healthcare,Mid-Market,AM-8,33,3,42.1,0,8,8,Onboarding incomplete; champion left the company.,0
CUS-00856,Acme Corp 856,Healthcare,SMB,AM-1,9,4,2.7,2,7,37,Competitor demo scheduled; pricing feels high.,1
CUS-00857,Acme Corp 857,Manufacturing,Mid-Market,AM-2,2,7,77.5,0,8,41,Onboarding incomplete; champion left the company.,1
CUS-00858,Acme Corp 858,SaaS,Mid-Market,AM-3,26,6,71.3,0,0,44,Billing confusion after plan change; waiting on refund.,1
CUS-00859,Acme Corp 859,SaaS,SMB,AM-4,32,6,73.0,3,3,56,Competitor demo scheduled; pricing feels high.,1
CUS-00860,Acme Corp 860,Retail,Mid-Market,AM-5,38,4,19.9,0,7,8,Billing confusion after plan change; waiting on refund.,0
CUS-00861,Acme Corp 861,Manufacturing,SMB,AM-6,37,4,5.2,1,8,26,Billing confusion after plan change; waiting on refund.,0
CUS-00862,Acme Corp 862,Healthcare,SMB,AM-7,4,0,9.1,2,6,14,Onboarding incomplete; champion left the company.,0
CUS-00863,Acme Corp 863,Healthcare,SMB,AM-8,30,7,-1.9,3,9,54,Product downtime last week; team lost confidence.,1
CUS-00864,Acme Corp 864,Manufacturing,Enterprise,AM-1,33,6,0.8,2,3,32,Billing confusion after plan change; waiting on refund.,0
CUS-00865,Acme Corp 865,Healthcare,Mid-Market,AM-2,27,11,-3.6,0,1,6,Competitor demo scheduled; pricing feels high.,1
CUS-00866,Acme Corp 866,Manufacturing,Mid-Market,AM-3,32,6,79.1,3,0,41,Onboarding incomplete; champion left the company.,1
CUS-00867,Acme Corp 867,SaaS,Enterprise,AM-4,33,5,-3.3,4,6,3,Feature gap vs roadmap promises; escalation requested.,0
CUS-00868,Acme Corp 868,SaaS,SMB,AM-5,17,0,1.9,4,7,17,Onboarding incomplete; champion left the company.,0
CUS-00869,Acme Corp 869,Retail,Enterprise,AM-6,1,2,64.5,3,3,43,Onboarding incomplete; champion left the company.,1
CUS-00870,Acme Corp 870,Healthcare,Mid-Market,AM-7,18,4,42.2,2,8,30,Feature gap vs roadmap promises; escalation requested.,0
CUS-00871,Acme Corp 871,Manufacturing,Enterprise,AM-8,8,4,59.7,4,8,45,Billing confusion after plan change; waiting on refund.,1
CUS-00872,Acme Corp 872,Retail,Enterprise,AM-1,4,4,46.8,2,3,34,Product downtime last week; team lost confidence.,1
CUS-00873,Acme Corp 873,Healthcare,Enterprise,AM-2,4,4,69.4,0,2,50,Competitor demo scheduled; pricing feels high.,0
CUS-00874,Acme Corp 874,SaaS,SMB,AM-3,27,9,47.5,4,8,34,Product downtime last week; team lost confidence.,1
CUS-00875,Acme Corp 875,SaaS,Mid-Market,AM-4,20,1,37.0,1,7,4,Feature gap vs roadmap promises; escalation requested.,0
CUS-00876,Acme Corp 876,Manufacturing,Enterprise,AM-5,21,3,54.1,4,1,5,Product downtime last week; team lost confidence.,1
CUS-00877,Acme Corp 877,Healthcare,Mid-Market,AM-6,29,1,30.3,1,2,46,Onboarding incomplete; champion left the company.,0
CUS-00878,Acme Corp 878,Retail,SMB,AM-7,21,3,21.1,4,5,3,Feature gap vs roadmap promises; escalation requested.,1
CUS-00879,Acme Corp 879,Finance,Enterprise,AM-8,25,8,32.1,2,5,23,Product downtime last week; team lost confidence.,0
CUS-00880,Acme Corp 880,Finance,SMB,AM-1,3,0,5.3,2,1,1,Feature gap vs roadmap promises; escalation requested.,1
CUS-00881,Acme Corp 881,Healthcare,Mid-Market,AM-2,34,4,61.7,1,10,18,Billing confusion after plan change; waiting on refund.,0
CUS-00882,Acme Corp 882,SaaS,Mid-Market,AM-3,17,0,13.5,4,4,36,Product downtime last week; team lost confidence.,1
CUS-00883,Acme Corp 883,Manufacturing,SMB,AM-4,6,11,3.8,0,4,11,Onboarding incomplete; champion left the company.,0
CUS-00884,Acme Corp 884,Manufacturing,Mid-Market,AM-5,32,8,12.2,2,0,28,Onboarding incomplete; champion left the company.,1
CUS-00885,Acme Corp 885,Healthcare,SMB,AM-6,29,2,65.8,1,9,59,Feature gap vs roadmap promises; escalation requested.,0
CUS-00886,Acme Corp 886,Retail,Mid-Market,AM-7,2,2,19.7,2,2,5,Feature gap vs roadmap promises; escalation requested.,1
CUS-00887,Acme Corp 887,SaaS,Enterprise,AM-8,7,1,51.7,1,10,4,Competitor demo scheduled; pricing feels high.,1
CUS-00888,Acme Corp 888,Manufacturing,SMB,AM-1,0,5,67.1,3,5,17,Competitor demo scheduled; pricing feels high.,1
CUS-00889,Acme Corp 889,Manufacturing,Mid-Market,AM-2,10,9,-3.0,1,9,49,Product downtime last week; team lost confidence.,0
CUS-00890,Acme Corp 890,Healthcare,SMB,AM-3,3,7,58.9,0,1,24,Feature gap vs roadmap promises; escalation requested.,1
CUS-00891,Acme Corp 891,Retail,Enterprise,AM-4,28,10,17.7,0,1,38,Competitor demo scheduled; pricing feels high.,1
CUS-00892,Acme Corp 892,Healthcare,Enterprise,AM-5,20,4,9.5,3,8,2,Billing confusion after plan change; waiting on refund.,0
CUS-00893,Acme Corp 893,SaaS,SMB,AM-6,39,3,52.0,1,9,44,Feature gap vs roadmap promises; escalation requested.,0
CUS-00894,Acme Corp 894,SaaS,Mid-Market,AM-7,29,5,71.9,1,5,4,Product downtime last week; team lost confidence.,1
CUS-00895,Acme Corp 895,Finance,Mid-Market,AM-8,24,2,16.6,3,0,42,Onboarding incomplete; champion left the company.,1
CUS-00896,Acme Corp 896,Retail,Mid-Market,AM-1,20,11,41.2,1,10,9,Onboarding incomplete; champion left the company.,1
CUS-00897,Acme Corp 897,SaaS,Mid-Market,AM-2,2,2,16.1,1,4,51,Feature gap vs roadmap promises; escalation requested.,1
CUS-00898,Acme Corp 898,SaaS,Mid-Market,AM-3,2,5,39.9,1,10,18,Product downtime last week; team lost confidence.,1
CUS-00899,Acme Corp 899,Healthcare,Mid-Market,AM-4,24,6,46.0,1,9,11,Product downtime last week; team lost confidence.,0
